slug,name,image,description,play_url,link
eggy-car,EGGY CAR,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/eggy-car.jpg,"Game Controls (aka) How To play:  WASD for driving.
Quick Summary of the Game: Play fun driving game Eggy Car similar to popular mobile Hill Climb Racing and drive your egg safely to the finish line avoiding all obstacles along the way. Can you reach the finish line in timely manner and test your skills?",https://unblocked-games-g-plus.poki2.online/play/eggy-car.html,https://sites.google.com/view/unblocked-games-g-site/eggy-car
hill-climb-racing-2,HILL CLIMB RACING 2,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/hill-climb-racing-2.jpg,"Game Controls (aka) How To play:  WASD or ARROW keys for playing.
Quick Summary of the Game: Hill Climb Racing 2 is popular driving obstacle course game in which you need to help the driver pass all tracks with his cool car collecting coins and upgrading your vehicle. How far can you get ?",https://unblocked-games-g-plus.poki2.online/play/hill-climb-racing-2.html,https://sites.google.com/view/unblocked-games-g-site/hill-climb-racing-2
impossible-monster-truck,IMPOSSIBLE MONSTER TRUCK,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/impossible-monster-truck.jpg,"Game Controls (aka) How To play:  WASD or ARROWS for playing.
Quick Summary of the Game: Gear up for an adrenaline-fueled joyride in Impossible Monster Truck! This 2021 sensation delivers the ultimate thrill of extreme car stunts on mind-boggling tracks. Take the wheel of monstrous trucks, conquering impossible terrains with jaw-dropping stunts. Navigate through mountains, master challenging tasks, and embark on adventurous missions. Offroad Monster Truck Hill Drive offers a gripping driving experience with breathtaking environments. Upgrade your monster trucks, surpassing limits on sky-high impossible tracks. Brace yourself for a unique gameplay twist, making this monster truck stunt game an addictive, free-wheeling joyride. Can you handle the challenge of impossible mega ramps? It’s time to find out!",https://unblocked-games-g-plus.poki2.online/play/impossible-monster-truck.html,https://sites.google.com/view/unblocked-games-g-site/impossible-monster-truck
indian-truck,INDIAN TRUCK,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/indian-truck.jpg,"Game Controls (aka) How To play:  WASD or ARROWS for playing.
Quick Summary of the Game: Dive into the heart-pounding world of Indian Truck Simulator 3D! Crafted by the skilled hands at Royale Gamers, this immersive game lets you take the wheel of mighty Indian trucks. Challenge your driving skills as you navigate diverse landscapes, ensuring the secure delivery of precious cargo. With its launch in April 2019, this gripping simulator is ready to transport you to the bustling roads of India. Strap in, rev up your engine, and conquer the challenges that await on this thrilling web browser platform. Master the controls and become the ultimate trucking legend!",https://unblocked-games-g-plus.poki2.online/play/indian-truck.html,https://sites.google.com/view/unblocked-games-g-site/indian-truck
jelly-truck,JELLY TRUCK,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/jelly-truck.jpg,"Game Controls (aka) How To play:  Game is played with WASD or ARRO keys.
Quick Summary of the Game: Jelly Truck is fun parkour obstacle course driving game in which you need to drive fun little jelly truck and help him reach the finish. Collect all coins and avoid all obstacles along the way. Can you finish all levels ?",https://unblocked-games-g-plus.poki2.online/play/jelly-truck.html,https://sites.google.com/view/unblocked-games-g-site/jelly-truck
kart-fight-io,KART FIGHT IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/kart-fight-io.jpg,"Game Controls (aka) How To play:  Game is played only with mouse.
Quick Summary of the Game: Kart Fight io is a thrilling but simple online game that combines classic kart racing with epic battle royale gameplay. You get to battle  around the platform, and take out your opponents. The graphics are vibrant and colorful, and the controls are easy to use. What sets this game apart is the fast-paced action and strategic decision-making required to win.",https://unblocked-games-g-plus.poki2.online/play/kart-fight-io.html,https://sites.google.com/view/unblocked-games-g-site/kart-fight-io
mad-truck-challenge,MAD TRUCK CHALLENGE,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/mad-truck-challenge.jpg,"Game Controls (aka) How To play:  Left/right arrow keys or A/D: balancing
Space bar: using nitro
X: launching rockets
Quick Summary of the Game: Get ready for adrenaline-pumping mayhem in Mad Truck Challenge Special! Rev up your monstrous machine in this heart-thumping action-packed monster truck racing extravaganza. Outrace opponents on insane tracks, overcoming treacherous obstacles and hostile rivals. It’s not just a race; it’s a battle for supremacy. Customize and boost your truck, unlocking a cascade of jaw-dropping upgrades. Only the most skilled drivers survive this turbo-charged showdown. Do you have what it takes to conquer the Mad Truck Challenge Special and emerge as the ultimate champion? Strap in and hit the gas!",https://unblocked-games-g-plus.poki2.online/play/mad-truck-challenge.html,https://sites.google.com/view/unblocked-games-g-site/mad-truck-challenge
madalin-cars-multiplayer,MADALIN CARS MULTIPLAYER,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/madalin-cars-multiplayer.jpg,"Game Controls (aka) How To play:  WASD or ARROW keys for driving
Quick Summary of the Game: Madalin Cars Multiplayer is an exciting and adrenaline-fueled online browser game that takes you on a wild ride through various terrains and obstacles. The game features a large selection of cars, each with its own unique handling and performance capabilities, allowing players to experiment and find their favorite vehicle. The graphics are visually stunning and the game play is smooth and responsive. The multiplayer aspect of the game allows players to compete against each other in real-time races, adding to the excitement and competitive nature of the game. Game is free and unblocked hosted on replit so you can play it in school.",https://unblocked-games-g-plus.poki2.online/play/madalin-cars-multiplayer.html,https://sites.google.com/view/unblocked-games-g-site/madalin-cars-multiplayer
madalin-stunt-cars-2,MADALIN STUNT CARS 2,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/madalin-stunt-cars-2.jpg,"Game Controls (aka) How To play:  WASD for driving.
Quick Summary of the Game: Madalin Stunt Cars 2 is an online game that takes players on a thrilling journey filled with intense stunts, breathtaking jumps, and daring online races. With its realistic graphics, this game offers a highly immersive experience that is both challenging and enjoyable. The game features a large selection of vehicles to choose from, each with its own unique handling and capabilities. Whether you’re a seasoned driver or a beginner, you’ll find plenty of exciting challenges to test your skills. The controls are intuitive, making it easy to pick up and start playing, while the smooth gameplay and responsive physics engine create a sense of realism that adds to the excitement. Madalin Stunt Cars 2 is a must-play for any fan of racing and stunt driving games.",https://unblocked-games-g-plus.poki2.online/play/madalin-stunt-cars-2.html,https://sites.google.com/view/unblocked-games-g-site/madalin-stunt-cars-2
madalin-stunt-cars-3,MADALIN STUNT CARS 3,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/madalin-stunt-cars-3.jpg,Quick Summary of the Game: Madalin Stunt Cars 3 is fun simulation driving game with different maps and tracks where you can test your driving skills. Play the game with other players online or drive solo making crazy stunts and more. Game is available for playing unblocked for free without download.,https://unblocked-games-g-plus.poki2.online/play/madalin-stunt-cars-3.html,https://sites.google.com/view/unblocked-games-g-site/madalin-stunt-cars-3
monster-truck-vs-zombie,MONSTER TRUCK VS ZOMBIE,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/monster-truck-vs-zombie.jpg,"Game Controls (aka) How To play:  WASD or ARROW keys for playing
Quick Summary of the Game: In the adrenaline-pumping world of Zombie Monster Truck, navigate the wreckage-strewn post-apocalyptic terrain filled with relentless undead hordes and daunting obstacles. Take control of your monstrous four-wheeled beast, equipped with powerful weaponry and robust defenses. Crush through swarms of zombies, defy gravity over treacherous ramps, and blaze a trail to the elusive finish line. The stakes are high, the challenges are relentless, and the only way out is to maneuver your way through the chaos. It’s not just a race—it’s a survival showdown against the zombie apocalypse!",https://unblocked-games-g-plus.poki2.online/play/monster-truck-vs-zombie.html,https://sites.google.com/view/unblocked-games-g-site/monster-truck-vs-zombie
real-flying-truck,REAL FLYING TRUCK,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/real-flying-truck.jpg,"Game Controls (aka) How To play:  WASD / arrow keys = drive
E = zoom in / out the mini map
F = fly
Space = pause game
Left-click = using in game button
Quick Summary of the Game: Get ready to elevate your gaming experience with Real Flying Truck Simulator 3D! Dive into the extraordinary realm of driving and soaring in this unique fusion of terrestrial and aerial thrills. Engage in thrilling missions, amass coins, and unlock a fleet of magnificent trucks. Start your journey on the road, then seamlessly transition to the skies for an unparalleled adventure. Conquer challenges, upgrade your rigs, and redefine the boundaries of excitement in this dynamic, genre-defying simulation. Unleash your inner pilot-trucker and embrace the adrenaline-soaked joyride that awaits!",https://unblocked-games-g-plus.poki2.online/play/real-flying-truck.html,https://sites.google.com/view/unblocked-games-g-site/real-flying-truck
real-garbage-truck,REAL GARBAGE TRUCK,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/real-garbage-truck.jpg,"Game Controls (aka) How To play:  Press WASD or arrow keys to drive the truck
Press space bar to use handbrake
Quick Summary of the Game: Step into the driver’s seat of a powerful garbage truck in this thrilling simulation game. Take control and navigate the bustling city streets to collect heaps of trash. Engage in a race against time as you skillfully maneuver through challenging obstacles to reach the garbage disposal area. Hone your driving skills, tackle diverse missions, and experience the satisfaction of keeping the city clean. Real Garbage Truck offers a dynamic and immersive journey that combines precision driving with a sense of environmental responsibility. Get ready to roll, and let the trash-cleaning adventure begin!",https://unblocked-games-g-plus.poki2.online/play/real-garbage-truck.html,https://sites.google.com/view/unblocked-games-g-site/real-garbage-truck
rocket-league,ROCKET LEAGUE,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/rocket-league.jpg,"Game Controls (aka) How To play:  Game controls are shown in game.
Quick Summary of the Game: Play fun soccer game that is played with cars against players around the world or your school friends. Enter the game arena and try to score goals without getting crashed. Upgrade your vehicle and improve your skills to get to the top of leaderboard. Game is available for playing online for free without download or registration.",https://unblocked-games-g-plus.poki2.online/play/rocket-league.html,https://sites.google.com/view/unblocked-games-g-site/rocket-league
scrap-metal-3-infernal-trap,SCRAP METAL 3 INFERNAL TRAP,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/scrap-metal-3-infernal-trap.jpg,"Game Controls (aka) How To play:  WASD or ARROW keys for driving.
Quick Summary of the Game: Scrap Metal 3 is fun driving simulator game which you can play online without download for free right in your browser. Game features amazing graphics and physic’s and offer hour of fun gameplay. You can play the game unblocked in school with friends or solo at home.",https://unblocked-games-g-plus.poki2.online/play/scrap-metal-3-infernal-trap.html,https://sites.google.com/view/unblocked-games-g-site/scrap-metal-3-infernal-trap
smash-karts-io,SMASH KARTS IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/smash-karts-io.jpg,"Game Controls (aka) How To play:  WASD for playing and driving your kart.
Quick Summary of the Game: Smash Karts is a multiplayer racing online game where players control cartoon karts and battle it out on various tracks while collecting power-ups and weapons to gain an advantage over their opponents. The game features fast-paced action and colorful graphics, making it a fun and exciting experience for players of all ages. With different game modes and customizable karts, there’s always something new to discover in Smash Karts. Play the game with your friends in school or solo at home.",https://unblocked-games-g-plus.poki2.online/play/smash-karts-io.html,https://sites.google.com/view/unblocked-games-g-site/smash-karts-io
traffic-control,TRAFFIC CONTROL,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/traffic-control.jpg,"Game Controls (aka) How To play:  Use left mouse to speed up the cars.
Quick Summary of the Game: In “Traffic Control,” step into the high-stakes world of intersection mastery. Your mission: orchestrate a symphony of vehicles through bustling crossroads, dodging chaos and averting collisions. As the maestro of traffic management, you’ll strategically conduct the flow of cars, transforming chaos into a seamless ballet. Challenge yourself, refine your skills, and ascend to the zenith of efficient intersection control. It’s not just a game; it’s a pulse-pounding adventure where you become the unsung hero of the asphalt stage. Ready to wield your traffic baton and shape the city’s rhythm?",https://unblocked-games-g-plus.poki2.online/play/traffic-control.html,https://sites.google.com/view/unblocked-games-g-site/traffic-control
traffic-run,TRAFFIC RUN,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/traffic-run.jpg,"Game Controls (aka) How To play:  Game is played with mouse.
Quick Summary of the Game: Navigate through a bustling maze of traffic in Traffic Run, an exhilarating driving game. Maneuver your car through challenging levels filled with busy roadways, requiring strategic merging, skillful dodging of buses, and navigating across four-lane freeways. The race to the finish line is intense, demanding precision and quick reflexes. Can you skillfully weave through the traffic and conquer each level? Brace yourself for a thrilling experience as you face the relentless flow of vehicles on your journey to victory. It’s not just a race; it’s a test of your driving prowess in this adrenaline-pumping adventure.",https://unblocked-games-g-plus.poki2.online/play/traffic-run.html,https://sites.google.com/view/unblocked-games-g-site/traffic-run
trafficmania,TRAFFICMANIA,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/trafficmania.jpg,"Game Controls (aka) How To play:  Play the game with mouse.
Quick Summary of the Game: In Traffic Mania, you’re the maestro of mayhem, orchestrating the urban chaos with a strategic twist. As the traffic czar, your mission is to navigate the bustling streets during peak hours, ensuring the safe passage of commuters. Your domain is a four-way junction with a complex web of lights to thwart vehicular collisions. With five challenging levels, each success adds to your score, but beware, the journey only gets tougher. Master the art of controlled chaos and guide everyone to their destinations without a hitch. Are you up for the challenge?",https://unblocked-games-g-plus.poki2.online/play/trafficmania.html,https://sites.google.com/view/unblocked-games-g-site/trafficmania
x-trial-racing,X TRIAL RACING,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/x-trial-racing.jpg,"Game Controls (aka) How To play:  WASD OR ARROW keys for driving.
Quick Summary of the Game: Rev your engines and get ready for the adrenaline-fueled thrill of X-Trial Racing! The race is on, and you’re poised on the starting line, eager to clinch that coveted title. The motoracing battleground awaits, where victory is the only option. Navigate challenging terrains, conquer obstacles, and prove your mettle as a true X-Trial racer. There’s no room for errors; every twist and turn demands precision. Will you seize the trophy, or will a rival steal the spotlight? Rev up, kick off, and conquer the ride – show us the heart of a fearless motorbiker!",https://unblocked-games-g-plus.poki2.online/play/x-trial-racing.html,https://sites.google.com/view/unblocked-games-g-site/x-trial-racing
18-wheeler-truck-parking-ez,18 WHEELER TRUCK PARKING,https://unblocked-games-g-plus.poki2.online/assets/upload/busqueda/jpg/18-wheeler-truck-parking-ez.jpg,"Main Controls For Playing:  WASD or ARROW keys used for playing and driving the Wheeler.
Brief Description About The Game:  Get ready for the ultimate big rig adventure! Welcome to the 18 Wheeler Truck Parking game, where you’re in control of the mightiest trucks on the planet. It’s time to hop into the driver’s seat and navigate these colossal vehicles through a challenging parking puzzle.   As you start your journey, you’ll feel the power of the massive 18-wheeler beneath your fingertips. Your task is to carefully steer and maneuver these giant trucks into their designated parking spots. But beware, it’s not just about parking – you’ll need to showcase your exceptional driving skills to ensure a smooth ride without any collisions with other vehicles.   The world is your playground as you navigate through bustling streets and busy intersections. Keep a keen eye on the traffic around you, and strategically plan your route to reach your parking destination. It’s not just about speed; precision is key to mastering the art of parking these colossal machines.   Each level presents a new and exciting challenge, testing your ability to handle these heavy-duty trucks with finesse. The parking spaces may seem tight, but with your driving prowess, no space is too small for your 18-wheeler. Feel the excitement as you conquer each level, unlocking new trucks and exploring different environments.   But watch out for the twists and turns – the road ahead is filled with surprises! Plan your shopping strategy wisely, and make sure to park your truck in style. With realistic graphics and engaging gameplay, the 18 Wheeler Truck Parking game offers an immersive experience that will keep you hooked for hours.   So, young truck enthusiasts, buckle up and get ready for a thrilling ride! Can you master the art of parking these massive trucks and become the ultimate 18-wheeler champion? The challenge awaits, and the road is yours to conquer!",https://unblocked-games-g-plus.poki2.online/play/18-wheeler-truck-parking-ez.html,https://sites.google.com/view/unblocked-games-g-site/18-wheeler-truck-parking-ez
scrap-metal-infernal,SCRAP METAL INFERNAL,https://unblocked-games-g-plus.poki2.online/assets/upload/busqueda/jpg/scrap-metal-infernal.jpg,"Main Controls For Playing:  ARROW KEYS, SPACE: brake, SHIFT: grip, I: inventory
Brief Description About The Game:  Welcome to the adrenaline-packed world of “SCRAP METAL INFERNAL: The Ultimate Car Showdown!” Get ready to start your engines and dive headfirst into the heart-pounding action of car destruction! This is not your average race; it’s an infernal trap where four unique machines find themselves caught in a hellish spectacle.   Picture this: towering mountains surround a vast plain, forming the backdrop for the ultimate test of your driving skills. Meet the stars of the show – the Subaru Impreza, the Jeep Monster with colossal wheels, the rugged Lada Niva, and the mighty Jeep Cherokee. Each car brings its own set of strengths and weaknesses, creating a thrilling mix of choices for every daredevil out there.   No boring tasks or goals here – this is all about the pure joy of racing and pushing these mean machines to their limits. Feel the rush as you navigate through roads and conquer treacherous mountains. It’s a wild ride where the only rule is to leave nothing but chaos in your wake!   But here’s the twist – you can experience all the excitement for free and at lightning speed on BUSQUEDA.me! That’s right, get ready to rev up your engines and unleash the chaos without spending a dime. Feel the wind in your hair, hear the roar of the engines, and experience the thrill of SCRAP METAL INFERNAL like never before.   Unlock the true potential of each car as you zoom through the plains and conquer the challenging terrains. Whether you choose the sleek Subaru Impreza or the beastly Jeep Monster, the choice is yours, and the possibilities are endless. Burn rubber, perform stunts, and leave your opponents in the dust as you race towards victory.   So, what are you waiting for? Join the SCRAP METAL INFERNAL car showdown and show the world who the true master of destruction on wheels is. Remember, it’s not just a race – it’s a spectacular display of chaos and mayhem! Play for free, play in fast speed, and let the infernal fun begin!",https://unblocked-games-g-plus.poki2.online/play/scrap-metal-infernal.html,https://sites.google.com/view/unblocked-games-g-site/scrap-metal-infernal
smash-karts,SMASH KARTS,https://unblocked-games-g-plus.poki2.online/assets/upload/busqueda/jpg/smash-karts.jpg,Main Controls For Playing:  Move - WASD or Arrow keys,https://unblocked-games-g-plus.poki2.online/play/smash-karts.html,https://sites.google.com/view/unblocked-games-g-site/smash-karts
ultimate-offroad-simulator,ULTIMATE OFFROAD SIMULATOR,https://unblocked-games-g-plus.poki2.online/assets/upload/busqueda/jpg/ultimate-offroad-simulator.jpg,"Main Controls For Playing:  WASD OR ARROW KEYS FOR PLAYING
Brief Description About The Game:  Are you ready to kickstart your engines and dive into the wild world of ATV Ultimate Offroad? Buckle up, little adventurers, because this is not your average racing game – it’s a thrilling off-road extravaganza that will take you on a ride of a lifetime! Get ready to hit the trails, conquer challenging terrains, and blaze your own trail through the vast and exciting world of off-road excitement.   Picture this: You’re at the starting line, revving your engine with anticipation. The moment you press play on your device, you don’t just start the game – you catapult yourself into the heart of the action! As you enter the ATV Ultimate Offroad universe, get ready to be transported into a world where mud-spattered trails, rocky slopes, and untamed wilderness await your fearless exploration.   Feel the rush as you navigate your ATV through various game modes, from heart-pounding races against other players to the freedom of a free-drive mode where you set your own rules. Want to challenge a friend? No problem! With the 2-player mode, you can go head-to-head in an adrenaline-fueled race to the finish line.   But it’s not just about speed – it’s about unlocking the coolest ATVs in the game. Collect in-game currency and gears by conquering races and exploring the open world. Customize your ride, upgrade your ATV, and show off your unique style as you become the ultimate off-road champion.   Guess what, young thrill-seekers? You can embark on this action-packed journey for free at BUSQUEDA.me! That’s right – experience the excitement in fast speed without spending a single coin. Get ready to race, explore, and conquer the off-road world like never before.   Developed by the masterminds at RHM Interactive, ATV Ultimate Offroad takes off-road gaming to new heights. The game was unleashed upon the world in September 2023, and since then, it’s been captivating the hearts of off-road enthusiasts of all ages.   So, what are you waiting for? Start your engines, dive into the mud, and conquer the off-road challenges that await you in ATV Ultimate Offroad. The thrill is calling – will you answer?",https://unblocked-games-g-plus.poki2.online/play/ultimate-offroad-simulator.html,https://sites.google.com/view/unblocked-games-g-site/ultimate-offroad-simulator
