slug,name,image,description,play_url,link
geometry-monster-shell-shockers,GEOMETRY MONSTER (SHELL SHOCKERS),https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/geometry-monster-shell-shockers.jpg,"Game Controls (aka) How To play:  WASD move MOUSE: aim and shoot
Quick Summary of the Game: Geometry.monster (Shell Shockers on proxy domain)is an online first-person shooter game where players control eggs armed with various weapons and compete in fast-paced matches. The game features simple graphics and gameplay mechanics, allowing players to jump right in and start blasting away at opponents. With different game modes and maps to choose from, Shell Shockers offers a fun and entertaining experience for gamers",https://unblocked-games-g-plus.poki2.online/play/geometry-monster-shell-shockers.html,https://sites.google.com/view/unblocked-games-g-site/geometry-monster-shell-shockers
kirka-io,KIRKA IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/kirka-io.jpg,"Game Controls (aka) How To play:  WASD or ARROW KEYS. MOUSE aim and shoot
Quick Summary of the Game: Kirka.io is an online multiplayer first-person shooter game with blocky graphics. Players move around and shoot at each other using a variety of weapons in a block-based environment. The objective of the game is to eliminate other players and stay alive as long as possible.",https://unblocked-games-g-plus.poki2.online/play/kirka-io.html,https://sites.google.com/view/unblocked-games-g-site/kirka-io
moomoo-io-sandbox,MOOMOO IO (SANDBOX),https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/moomoo-io-sandbox.jpg,"Game Controls (aka) How To play:  Game is played with mouse.
Quick Summary of the Game: MOOMOO.io is a free-to-play online survival game where players gather resources, build structures, and defend themselves against other players and enemies. The goal is to survive as long as possible while competing for limited resources and fending off attacks. The game features simple 2D graphics and a straightforward gameplay mechanic, you can play the game with your friends or players around the world.
Game added on our site is Sandbox version",https://unblocked-games-g-plus.poki2.online/play/moomoo-io-sandbox.html,https://sites.google.com/view/unblocked-games-g-site/moomoo-io-sandbox
ovo-3-dimensions,OVO 3 DIMENSIONS,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/ovo-3-dimensions.jpg,"Game Controls (aka) How To play:  WASD for playing.
Quick Summary of the Game: OvO Dimensions is fun sequel to popular game in which you control Stickman and need to help him reach finish in all levels by avoiding obstacles, collecting coins and planning strategies. Play this fun unblocked OvO 3 Dimensions game in school or solo at home.",https://unblocked-games-g-plus.poki2.online/play/ovo-3-dimensions.html,https://sites.google.com/view/unblocked-games-g-site/ovo-3-dimensions
pixel-gun-3d,PIXEL GUN 3D,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/pixel-gun-3d.jpg,"Game Controls (aka) How To play:  WASD for moving MOUSE: aim and shoot
Quick Summary of the Game: PIXEL GUN 3D is a multiplayer online shooter game where players battle it out in various game modes with pixelated weapons and characters. The game offers a variety of maps and game modes including team battle, deathmatch, capture the flag, and more. Players can also customize their character with different skins and accessories.",https://unblocked-games-g-plus.poki2.online/play/pixel-gun-3d.html,https://sites.google.com/view/unblocked-games-g-site/pixel-gun-3d
scenexe-io,SCENEXE IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/scenexe-io.jpg,"Game Controls (aka) How To play:  WASD and MOUSE for playing.
Quick Summary of the Game: Scenexe.io is an online game similar to Diep.io. Players control a small tank and battle against other tanks while leveling up and earning points to upgrade their tank’s abilities. The goal is to survive as long as possible while destroying as many enemy tanks as possible. The game is simple to understand and easy to pick up, making it a great option for casual gaming.",https://unblocked-games-g-plus.poki2.online/play/scenexe-io.html,https://sites.google.com/view/unblocked-games-g-site/scenexe-io
slope-ball,SLOPE BALL,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/slope-ball.jpg,"Game Controls (aka) How To play:  Game is played only with mouse.
Quick Summary of the Game: Slope Ball is an exciting online game that requires quick reflexes and precise control. The objective of the game is to guide a ball down a colorful, twisting slope, avoiding obstacles and collecting gems along the way. With each successful run, the slope becomes steeper and the obstacles more challenging, providing an addictive and adrenaline-fueled gaming experience. As you progress through the levels, you’ll unlock new skins and power-ups to enhance your gameplay.",https://unblocked-games-g-plus.poki2.online/play/slope-ball.html,https://sites.google.com/view/unblocked-games-g-site/slope-ball
snay-io-agario,SNAY IO (AGARIO),https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/snay-io-agario.jpg,"Game Controls (aka) How To play:  Game is played only with mouse.
Quick Summary of the Game: Snay.io is a online browser (agario syle) game where players control a small circular cell and compete against other players to grow larger by eating smaller cells and avoiding being eaten themselves. The game features simple graphics and easy-to-use controls, making it accessible to players of all skill levels. Game available on this site is Sigmally com Agar.io game. Compete with your friends in one of most popular simple multiplayer games you can find online.",https://unblocked-games-g-plus.poki2.online/play/snay-io-agario.html,https://sites.google.com/view/unblocked-games-g-site/snay-io-agario
stabfish-io,STABFISH IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/stabfish-io.jpg,"Game Controls (aka) How To play:  Game is played with mouse.
Quick Summary of the Game: Stabfish.io is a free online multiplayer game where players control a small fish and try to survive in a vast ocean by stabbing other fish with their sharp pointy noses. The objective is to grow bigger by consuming the food pellets scattered across the map and eliminate other players to become the top player on the leaderboard. The game is fast-paced, easy to learn, and can be played in a web browser without the need to download.",https://unblocked-games-g-plus.poki2.online/play/stabfish-io.html,https://sites.google.com/view/unblocked-games-g-site/stabfish-io
starblast-io,STARBLAST IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/starblast-io.jpg,"Game Controls (aka) How To play:  ARROW KEYS and MOUSE for playing.
Quick Summary of the Game: Starblast.io is an online arcade space shooter game where players control a spaceship and battle against other players or computer-controlled enemies. The objective is to collect gems and upgrade your ship’s weapons and defenses while avoiding collisions and enemy fire. The game features simple controls, fast-paced gameplay, and a variety of game modes to keep players engaged.",https://unblocked-games-g-plus.poki2.online/play/starblast-io.html,https://sites.google.com/view/unblocked-games-g-site/starblast-io
stick-merge,STICK MERGE,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/stick-merge.jpg,"Game Controls (aka) How To play:  Game is played only with mouse.
Quick Summary of the Game: Stick Merge is an addictive shooting game where you must aim and shoot your way through waves of enemy stick figures. As you progress, you can merge your weapons to create even more powerful firearms. Play the game for free without download and make the best shooter weapons for eliminating stickmans.",https://unblocked-games-g-plus.poki2.online/play/stick-merge.html,https://sites.google.com/view/unblocked-games-g-site/stick-merge
surviv-io,SURVIV IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/surviv-io.jpg,"Game Controls (aka) How To play:  WASD moving MOUSE: aim and shoot
Quick Summary of the Game: Surviv.io is an online multiplayer game where players battle against each other to be the last person standing. The game is played from a top-down perspective and features simple 2D graphics. Players start with no weapons and must scavenge for them while avoiding other players and a constantly shrinking play area. The gameplay is fast-paced and requires quick reflexes and strategic thinking to succeed. Game is added to private server so you can play it unblocked in school. (nevelskoygroup.com)",https://unblocked-games-g-plus.poki2.online/play/surviv-io.html,https://sites.google.com/view/unblocked-games-g-site/surviv-io
tank-trouble-2,TANK TROUBLE 2,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/tank-trouble-2.jpg,"Game Controls (aka) How To play:  Game controls are shown before game start.
Quick Summary of the Game: Tank Trouble 2 is a classic online game that brings back memories of the old-school tank games from the ’90s. The game allows you to control a tank and compete against other players or AI opponents in a maze-like arena. The objective is to destroy your enemies using a range of weapons and power-ups while avoiding their attacks. The game is easy to pick up but hard to master, and the fast-paced action keeps you on your toes. With its retro graphics and addictive gameplay, Tank Trouble 2 is the perfect way to spend your free time. Play the game with friends in school or solo at home.",https://unblocked-games-g-plus.poki2.online/play/tank-trouble-2.html,https://sites.google.com/view/unblocked-games-g-site/tank-trouble-2
time-shooter-3-swat,TIME SHOOTER 3 SWAT,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/time-shooter-3-swat.jpg,"Game Controls (aka) How To play:  WASD or ARROW keys for moving. MOUSE: aim and shoot
Quick Summary of the Game: Time Shooter 3 SWAT is a super cool online game that puts you in the shoes of a SWAT officer, tasked with taking out enemies and completing missions. Beware your movement effects time so you need to carefully plan your missions to eliminate enemies.",https://unblocked-games-g-plus.poki2.online/play/time-shooter-3-swat.html,https://sites.google.com/view/unblocked-games-g-site/time-shooter-3-swat
venge-io,VENGE IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/venge-io.jpg,"Game Controls (aka) How To play:  WASD or ARROW controls for moving. MOUSE: aim and shoot
Quick Summary of the Game: Venge.io is an online first-person shooter game where players engage in fast-paced battles against each other. The game features a variety of weapons, maps, and game modes, allowing players to customize their experience. With simple controls and quick matchmaking, players can jump into intense matches easily. Play the game for free without download and show your fps skills.",https://unblocked-games-g-plus.poki2.online/play/venge-io.html,https://sites.google.com/view/unblocked-games-g-site/venge-io
voxiom-io,VOXIOM IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/voxiom-io.jpg,"Game Controls (aka) How To play:  WASD to move.
LMB to shoot.
F or RMB to aim.
Shift to sprint.
C to crouch.
Space to jump.
G to drop current item.
E to interact.
Quick Summary of the Game: Voxiom.io is a multiplayer online game where players build and destroy voxel-based structures in a 3D world. The objective is to gather resources and create buildings while defending against other players and their creations. The game features simple graphics and easy-to-learn gameplay mechanics. Build, Craft, Shoot and have fun playing. One of best browser multiplayer voxel first person shooter inspired by Minecraft, Fortnite, counter-strike, and call of duty!",https://unblocked-games-g-plus.poki2.online/play/voxiom-io.html,https://sites.google.com/view/unblocked-games-g-site/voxiom-io
war-brokers-io,WAR BROKERS IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/war-brokers-io.jpg,"Game Controls (aka) How To play:  WASD or ARROW keys moving. Other controls are shown in-game.
Quick Summary of the Game: War Brokers io is crazy fun FPS Battle Royale shooter in which you are spawned in game arena and your task is to be the last man standing. Improve your chances of survival collecting and choosing proper weapon loadout. Test your combat skills in this fun action game and impress your friends.",https://unblocked-games-g-plus.poki2.online/play/war-brokers-io.html,https://sites.google.com/view/unblocked-games-g-site/war-brokers-io
worlds-hardest-game-2,WORLD'S HARDEST GAME 2,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/worlds-hardest-game-2.jpg,"Game Controls (aka) How To play:  Game is played with ARROW keys.
Quick Summary of the Game: World’s Hardest Game 2 (WHD 2) is the sequel to the incredibly popular and challenging game. It’s even more difficult than the first one, with new levels and obstacles to overcome. You control a red square and must navigate through a maze of moving objects while avoiding blue circles that are trying to kill you. The game is frustratingly addictive, but once you beat a level, the feeling of accomplishment is unmatched.",https://unblocked-games-g-plus.poki2.online/play/worlds-hardest-game-2.html,https://sites.google.com/view/unblocked-games-g-site/worlds-hardest-game-2
worlds-hardest-game,WORLD'S HARDEST GAME,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/worlds-hardest-game.jpg,"Game Controls (aka) How To play:  ARROW KEYS for playing.
Quick Summary of the Game: World’s Hardest Game is a challenging online game that requires sharp reflexes, strategic planning, and a lot of patience. The objective of the game is to navigate a red square through a series of increasingly difficult levels while avoiding blue circles and collecting yellow circles. The simple graphics and minimalistic design may seem easy, but the gameplay is deceptively difficult. Each level presents a new set of obstacles and requires quick thinking.",https://unblocked-games-g-plus.poki2.online/play/worlds-hardest-game.html,https://sites.google.com/view/unblocked-games-g-site/worlds-hardest-game
wormate-io,WORMATE IO,https://unblocked-games-g-plus.poki2.online/assets/upload/66games/jpg/wormate-io.jpg,"Game Controls (aka) How To play:  Game is played only with mouse.
Quick Summary of the Game: Wormate.io is a multiplayer online game where players control a worm and navigate it around a colorful world to collect food and grow larger. The goal is to become the longest worm and avoid colliding with other players or obstacles. Power-ups such as speed boosts and invincibility can be collected to gain an advantage. The game is easy to learn and suitable for all ages, play it at school with friends or solo at home against players around the globe.",https://unblocked-games-g-plus.poki2.online/play/wormate-io.html,https://sites.google.com/view/unblocked-games-g-site/wormate-io
